Name	Description	pvalue	qvalue	phenotype	genes
GO:0010608	post-transcriptional regulation of gene expression	0.000232054764005889	0.0248365249553624	1	MYCN,TP53,WTIP,APEX1,BZW2,XRN1,RPS9,ERBB2,SLC11A1,NPM1,GEMIN5,NOLC1,ABCE1,PABPC1,PRKCA,PUS7,CNOT9,RPL38,YTHDF2,ZNF706,EIF4G1,EIF5AL1,XPO5,LRPPRC,DPH5,PA2G4,RAN,HNRNPM,RIDA,KBTBD8,PARN,CDC123,EIF5A2,GRM5,TRAP1,GIGYF2,CIRBP,TUT7,ALKBH5,EIF4EBP1,YTHDC1,OGFOD1,SYNCRIP,NCL,EIF4EBP2,IREB2,C1QBP,EIF3K,DHX9,HNRNPL,TYMS,RNASEL,GSPT1,PRKDC,PAIP1,EIF5,EIF2S1,PPP1R15A,SHMT1,ACE,MLH1,BCDIN3D,SAMD4A,TAF15,AGO3,TRAF3IP2,EIF5A,YTHDF1,ACO1,PCID2,MALSU1,PPP1R15B,RBM38,PCBP4,CTIF,POLDIP3,NCOR1,CNBP,DPH2
GO:0009156	ribonucleoside monophosphate biosynthetic process	0.000237261285900966	0.0248365249553624	1	AMPD3,UCK2,GMPS,PFAS,RFK,ADK,CAD,HPRT1,UCK1,PAICS,ATIC
GO:0042776	proton motive force-driven mitochondrial ATP synthesis	0.000238137855345118	0.0248365249553624	1	ATP5F1B,NDUFS5,ATP5PF,ATP6,ATP8,ND2,ND3,NDUFA3,ATP5PB,NDUFB1,SDHC,ATP5MF,NDUFC2,NDUFV2,NDUFB4,ATP5PO,NDUFV1,ATP5F1E
GO:0072594	establishment of protein localization to organelle	0.000308238222839134	0.0309111772458516	1	PPP1R10,TP53,CCT4,NOLC1,TOMM5,MICALL2,GRPEL1,GSK3A,TOMM6,CCT3,CACNG8,RAN,TSC2,AKIRIN2,HSPA8,CACNG5,KPNA4,CCT6A,PRICKLE1,TSPAN10,SSR3,SAMM50,NUP188,POM121,TIMM9,CCT7,TNPO2,TMCO6,NUP98,SRPRB,TCP1,GNPTG,MIPEP,IPO5,AP3M1,NUP153,PMPCB,KPNA2,CCT8,TIMM23,UBE2L3,CDKN1A,NPEPPS,APOD,TRAM1,POLA2,TNPO3,PEX16,DNAJC19,TIMM50,NUTF2,KPNA3,TRAF3IP2,CSE1L,HSPA4,NUP58,MOAP1,HUWE1,CCT5,PEX1,HERPUD1,PDCD5,SMAD3,TIMM23B,DMAP1,RPAIN,BAG4,TOMM34,CD36,IPO9
GO:0000245	spliceosomal complex assembly	0.000377341258568531	0.0357770066018852	1	SRPK3,SF3B4,SF3A1,SF3B3,SNRPD2,RBMX,SF3A3,YTHDC1,CELF3,SRSF1,SRSF5,SNRPF,ZRSR2,SMN1,SNRPC,SRSF12,DDX39B,PRPF19,SNRPG
GO:0033120	positive regulation of RNA splicing	0.00046455752152014	0.0417680210818653	1	SF3B4,HSPA8,RBMX,PRDX6,CIRBP,NCL,CELF3,NUP98,SRSF5,POLR2A,WDR77,PRPF19
GO:1904358	positive regulation of telomere maintenance via telomere lengthening	0.00046455752152014	0.0417680210818653	1	CCT4,CCT3,PARN,CCT6A,MAPK3,CCT7,TCP1,CCT8,PNKP,MAP3K4,CCT5,RTEL1
GO:0042773	ATP synthesis coupled electron transport	0.000645137322604468	0.0542616349097204	1	NDUFS5,CCNB1,COX7B,COX5A,UQCRFS1,ND2,COX3,COX6A1,ND3,COX7C,NDUFA3,CYTB,NDUFB1,SDHC,NDUFC2,NDUFV2,NDUFB4,GHITM,CYCS,ISCU,NDUFV1,COX7A2
GO:0042775	mitochondrial ATP synthesis coupled electron transport	0.000645137322604468	0.0542616349097204	1	NDUFS5,CCNB1,COX7B,COX5A,UQCRFS1,ND2,COX3,COX6A1,ND3,COX7C,NDUFA3,CYTB,NDUFB1,SDHC,NDUFC2,NDUFV2,NDUFB4,GHITM,CYCS,ISCU,NDUFV1,COX7A2
GO:0009150	purine ribonucleotide metabolic process	0.000679180915730298	0.0562182499002155	1	NME1,PANK4,AMPD3,ATP5F1B,GUCY1A1,ATP5MC1,HSPA1B,TIGAR,ACACB,NDUFS5,GPI,ATP5MJ,ATP6V0C,ATP5PF,ATP6,ABCC6,NUDT5,GMPS,PNP,NUDT4B,ELOVL5,ATP8,NME2,RAN,HSPA8,SUCLG1,SLC25A13,PFAS,MCCC2,ND2,DLAT,RHOQ,ADK,ND3,NDUFA3,SULT1A4,TECR,ATP5PB,NDUFB1,PRXL2C,SDHC,ATP5MF,NDUFC2,PANK2,HPRT1,NMNAT1,ACSL1,NUDT4,HMGCS1,PAICS,ATP5MK,ATP1B1,ENO2,MLST8,FLCN,ATIC,NDUFV2,NDUFB4,PIPOX,NUPR1,ATP5PO,FOXK2,XDH,NCOR1,NDUFV1,ATP5F1E
GO:0032212	positive regulation of telomere maintenance via telomerase	0.000815269195706085	0.064415368349728	1	CCT4,CCT3,PARN,CCT6A,MAPK3,CCT7,TCP1,CCT8,PNKP,MAP3K4,CCT5
GO:0072521	purine-containing compound metabolic process	0.00106191498466826	0.0814353999078412	1	NME1,PANK4,AMPD3,ATP5F1B,GUCY1A1,ATP5MC1,HSPA1B,TIGAR,ACACB,NDUFS5,GPI,ATP5MJ,ATP6V0C,ATP5PF,ATP6,ABCC6,NUDT5,GMPS,PNP,NUDT4B,ELOVL5,ATP8,NME2,RAN,HSPA8,SUCLG1,SLC25A13,KDM1A,PGM2,PFAS,MCCC2,ND2,DLAT,RHOQ,ADK,AHCY,ND3,NDUFA3,SULT1A4,TECR,ATP5PB,NDUFB1,PRXL2C,SDHC,ATP5MF,NDUFC2,PANK2,HPRT1,NMNAT1,ACSL1,NUDT4,HMGCS1,PAICS,SHMT1,SLC16A9,ATP5MK,ATP1B1,ENO2,MLST8,FLCN,ATIC,NDUFV2,NDUFB4,PIPOX,NUPR1,ATP5PO,FOXK2,XDH,NCOR1,NDUFV1,ATP5F1E
GO:0019646	aerobic electron transport chain	0.00122784622287346	0.092795578766058	1	NDUFS5,COX7B,COX5A,UQCRFS1,ND2,COX3,COX6A1,ND3,COX7C,NDUFA3,CYTB,NDUFB1,SDHC,NDUFC2,NDUFV2,NDUFB4,CYCS,ISCU,NDUFV1,COX7A2
GO:0050685	positive regulation of mRNA processing	0.00188143360600319	0.129094488699997	1	SF3B4,HSPA8,RBMX,PRDX6,CIRBP,NCL,CELF3,NUP98,WDR77,PRPF19
GO:0006091	generation of precursor metabolites and energy	0.00212101117584557	0.141801475912807	1	TP53,ATP5F1B,ACADVL,FH,TIGAR,NDUFS5,CCNB1,GPI,ATP5PF,PPP1CC,GSK3A,ATP6,COX7B,ADRB3,CYB561,NR1D1,COX5A,ATP8,LOXL2,UQCRFS1,SUCLG1,SLC25A13,PGM2,GSR,ND2,TRAP1,COX3,DLAT,COX6A1,ME1,ND3,COX7C,IREB2,PTGES3,NDUFA3,GFPT1,CYTB,GNPDA1,GABARAPL1,ATP5PB,NDUFB1,PRXL2C,SDHC,IRS2,ATP5MF,NDUFC2,PANK2,PRELID1,ENO2,DEGS1,MLST8,PDIA5,ACO1,FLCN,NDUFV2,MYC,NCF2,NDUFB4,GHITM,NUPR1,ATP5PO,FOXK2,CYCS,ISCU,RPIA,NCOR1,NDUFV1,MDH1,ATP5F1E,COX7A2
GO:0048477	oogenesis	0.00234256783480512	0.148974082844988	1	IHO1,PLD6,EHMT2,YTHDF2,AMH,LGR5,TUT7,YTHDC1,EREG,AURKA,MLH1,TAF4B,ZP3,WDR77,PTN,DMC1,TRIP13,H3-3A
GO:0032731	positive regulation of interleukin-1 beta production	0.00252496291266648	0.153104850298038	1	INAVA,GSDMD,LILRA5,EGR1,NAIP,MALT1,PYHIN1,LILRA2,NOD2,CLEC7A,SMAD3,CD36
GO:0006163	purine nucleotide metabolic process	0.0027234299680667	0.161386029447397	1	NME1,PANK4,AMPD3,ATP5F1B,GUCY1A1,ATP5MC1,HSPA1B,TIGAR,ACACB,NDUFS5,GPI,ATP5MJ,ATP6V0C,ATP5PF,ATP6,ABCC6,NUDT5,GMPS,PNP,NUDT4B,ELOVL5,ATP8,NME2,RAN,HSPA8,SUCLG1,SLC25A13,PFAS,MCCC2,ND2,DLAT,RHOQ,ADK,ND3,NDUFA3,SULT1A4,TECR,ATP5PB,NDUFB1,PRXL2C,SDHC,ATP5MF,NDUFC2,PANK2,HPRT1,NMNAT1,ACSL1,NUDT4,HMGCS1,PAICS,ATP5MK,ATP1B1,ENO2,MLST8,FLCN,ATIC,NDUFV2,NDUFB4,PIPOX,NUPR1,ATP5PO,FOXK2,XDH,NCOR1,NDUFV1,ATP5F1E
GO:0008380	RNA splicing	0.00298466279000715	0.174879000138326	1	SRPK3,DHX16,LSM2,RRP1B,NPM1,GEMIN5,SF3B4,U2AF1,SF3A1,PABPC1,SF3B3,PUS7,EFTUD2,SNRPD2,AHNAK,STRAP,HNRNPM,SNU13,HSPA8,ARVCF,KDM1A,RBMX,PRDX6,SF3A3,CIRBP,TXNL4B,RNPS1,YTHDC1,SYNCRIP,NCL,CELF3,HNRNPF,NUP98,IK,C1QBP,DHX9,HNRNPL,BUD31,SRSF1,SRSF5,PRPF8,SNRPF,ZRSR2,HNRNPH1,POLR2A,SMN1,MAGOHB,SNRPC,TAF15,GRSF1,PRPF31,SRSF12,DDX39B,WDR77,ECD,LSM3,FAM98B,RBM38,NSRP1,PRPF19,PUS1,NONO,SRSF2,PCBP4,SNRPG
GO:0006397	mRNA processing	0.00364114038634504	0.203298230562167	1	RBM27,SRPK3,DHX16,LSM2,RRP1B,NPM1,GEMIN5,SF3B4,U2AF1,SF3A1,PABPC1,SF3B3,PUS7,EFTUD2,SNRPD2,STRAP,HNRNPM,SNU13,HSPA8,KDM1A,RBMX,PRDX6,SF3A3,CIRBP,ALKBH5,TXNL4B,RNPS1,YTHDC1,PUS7L,SYNCRIP,NCL,CELF3,HNRNPF,SYMPK,CSTF1,CPSF3,NUP98,IK,C1QBP,DHX9,HNRNPL,RNASEL,BUD31,SRSF1,SRSF5,PRPF8,SNRPF,ZRSR2,HNRNPH1,SMN1,MAGOHB,SNRPC,GRSF1,PRPF31,RNMT,NBDY,SRSF12,DDX39B,WDR77,ECD,LSM3,RBM38,NSRP1,PRPF19,PUS1,NONO,SRSF2,PCBP4,SNRPG
GO:0009112	nucleobase metabolic process	0.00427876933005782	0.225380364286087	1	GMPS,KDM1A,ADK,CAD,TYMS,HPRT1,PAICS,SHMT1,XDH
GO:0006417	regulation of translation	0.0046064024186316	0.228773108590486	1	BZW2,XRN1,RPS9,ERBB2,NPM1,GEMIN5,NOLC1,ABCE1,PABPC1,PUS7,CNOT9,RPL38,YTHDF2,ZNF706,EIF4G1,EIF5AL1,LRPPRC,DPH5,PA2G4,RIDA,KBTBD8,PARN,CDC123,EIF5A2,GRM5,TRAP1,GIGYF2,CIRBP,TUT7,EIF4EBP1,OGFOD1,SYNCRIP,NCL,EIF4EBP2,IREB2,C1QBP,EIF3K,DHX9,HNRNPL,TYMS,GSPT1,PRKDC,PAIP1,EIF5,EIF2S1,PPP1R15A,SHMT1,MLH1,SAMD4A,AGO3,EIF5A,YTHDF1,ACO1,MALSU1,PPP1R15B,CTIF,POLDIP3,CNBP,DPH2
GO:0032210	regulation of telomere maintenance via telomerase	0.00467072989776519	0.229779502616969	1	TINF2,XRN1,CCT4,CCT3,PARN,CCT6A,MAPK3,CCT7,TCP1,CCT8,PNKP,MAP3K4,CCT5
GO:0034248	regulation of cellular amide metabolic process	0.00503554987231866	0.243139513328135	1	TP53,BZW2,XRN1,RPS9,ERBB2,NPM1,GEMIN5,TIGAR,RTN3,NOLC1,ABCE1,PABPC1,PUS7,GSK3A,CNOT9,RPL38,YTHDF2,ZNF706,EIF4G1,EIF5AL1,LRPPRC,DPH5,PA2G4,RIDA,KBTBD8,PARN,CDC123,EIF5A2,GRM5,TRAP1,GIGYF2,CIRBP,TUT7,EIF4EBP1,OGFOD1,SYNCRIP,NCL,EIF4EBP2,IREB2,C1QBP,EIF3K,DHX9,HNRNPL,TYMS,GSPT1,PRKDC,PAIP1,EIF5,EIF2S1,PPP1R15A,SHMT1,MLH1,NOD2,SAMD4A,AGO3,MLST8,EIF5A,YTHDF1,ACO1,MALSU1,PPP1R15B,PLA2G6,CTIF,POLDIP3,CNBP,DPH2
GO:0009161	ribonucleoside monophosphate metabolic process	0.00553627120219602	0.257769619696232	1	AMPD3,UCK2,GMPS,PNP,PFAS,RFK,ADK,CAD,HPRT1,UCK1,PAICS,ATIC,XDH
GO:0032206	positive regulation of telomere maintenance	0.00621010474546819	0.274441203470557	1	PPP1R10,TINF2,CCT4,CCT3,PARN,CCT6A,MAPK3,RUVBL1,CCT7,TCP1,CCT8,PNKP,MAP3K4,CCT5,RTEL1
GO:0009988	cell-cell recognition	0.00639531391512275	0.278378080978508	1	CCT4,DOCK8,CCT3,CCT7,TCP1,TMPRSS12,CCT8,CLEC4M,ZP3,CCT5,ATP8B3
GO:1904356	regulation of telomere maintenance via telomere lengthening	0.00640595503260999	0.278378080978508	1	TINF2,XRN1,CCT4,CCT3,PARN,CCT6A,MAPK3,CCT7,TCP1,CCT8,PNKP,MAP3K4,CCT5,RTEL1
GO:1903312	negative regulation of mRNA metabolic process	0.00648262112798984	0.279362128183602	1	SLC11A1,NPM1,PABPC1,RBMX,CIRBP,RNPS1,SYNCRIP,C1QBP,DHX9,HNRNPL,PAIP1,TAF15,TRAF3IP2,SRSF12,RBM38,NBAS,PCBP4
GO:0009994	oocyte differentiation	0.00653574296658851	0.279362128183602	1	PLD6,EHMT2,YTHDF2,LGR5,TUT7,EREG,AURKA,ZP3,WDR77,DMC1,TRIP13,H3-3A
GO:0006376	mRNA splice site selection	0.00683527365988942	0.289789864878838	1	SF3A1,RBMX,SF3A3,YTHDC1,CELF3,SRSF1,SRSF5,SNRPC,SRSF12
GO:0007004	telomere maintenance via telomerase	0.00716494393069256	0.294199189661425	1	TINF2,XRN1,CCT4,CCT3,NOP10,PARN,CCT6A,MAPK3,CCT7,PTGES3,TCP1,CCT8,PNKP,MAP3K4,CCT5
GO:2000573	positive regulation of DNA biosynthetic process	0.00716494393069256	0.294199189661425	1	CCT4,CCT3,PARN,CCT6A,MAPK3,CCT7,CHTF18,GINS4,PTGES3,TCP1,CCT8,PNKP,MAP3K4,MYC,CCT5
GO:0031663	lipopolysaccharide-mediated signaling pathway	0.00768543091594149	0.308288459575499	1	PRKCA,MAPK3,PRKCE,IRF3,MALT1,SCARB1,MTDH,LILRA2,SCIMP,TRIB1,CD36
GO:0051972	regulation of telomerase activity	0.00768543091594149	0.308288459575499	1	TP53,CCT4,PARN,MAPK3,PTGES3,TCP1,MEN1,PNKP,CERS1,MAP3K4,MYC
GO:0006278	RNA-templated DNA biosynthetic process	0.00823361774525312	0.322828193984835	1	TINF2,XRN1,CCT4,CCT3,NOP10,PARN,CCT6A,MAPK3,CCT7,PTGES3,TCP1,CCT8,PNKP,MAP3K4,CCT5
GO:0010332	response to gamma radiation	0.00912423618523973	0.344786163704635	1	TP53,TIGAR,EGR1,XRCC6,HRAS,KDM1A,ELK1,MEN1,PRKDC,MDM2,CDKN1A,MYC
GO:0009123	nucleoside monophosphate metabolic process	0.00942520917886052	0.351019995881701	1	AMPD3,UCK2,GMPS,PNP,PFAS,RFK,ADK,CAD,TYMS,HPRT1,UCK1,PAICS,SHMT1,ATIC,XDH
GO:0034655	nucleobase-containing compound catabolic process	0.00964041148207005	0.351553908591645	1	AMPD3,APEX1,XRN1,LSM2,SLC11A1,NPM1,HSPA1B,PABPC1,PRKCA,GSK3A,CNOT9,YTHDF2,NUDT5,PNP,WDR82,NUDT4B,LRPPRC,SMG7,HNRNPM,RIDA,NEIL1,SUCLG1,PARN,GIGYF2,CIRBP,TUT7,ALKBH5,RNPS1,DCTPP1,SYNCRIP,AHCY,DHX9,RNASEL,POP1,GSPT1,PAIP1,HPRT1,RNASEH2B,NUDT4,ELAC2,MLH1,MAGOHB,SAMD4A,TAF15,AGO3,GRSF1,TRAF3IP2,YTHDF1,NBDY,PCID2,RBM38,NBAS,SKIC2,PCBP4,CTIF,NUDT17,XDH
GO:0030004	cellular monovalent inorganic cation homeostasis	0.0098892937334511	0.35385111389781	1	ATP5F1B,SLC9A6,SLC11A1,ATP6V0C,ATP6V1F,MAPK3,TASL,SLC9A7,SCNN1D,ATP1B3,GPR89B,ATP1A4,ATP1B1,ATP6V0A2,KCTD7,ATP6V0B,TMEM175,ATP6V0E1
GO:0006892	post-Golgi vesicle-mediated transport	0.0102376395549568	0.35385111389781	1	SCAMP3,NSF,COMMD1,AP1G2,PREPL,VPS52,SCAMP1,RAB26,ANKFY1,DNM2,GGA1,SORCS1,VTI1B,SCFD1,OPTN,CORO7,LYPLA1,EXOC8,RAB14
GO:0032103	positive regulation of response to external stimulus	0.0105322379296471	0.356105801534121	1	CDH13,LGALS1,P2RX4,CTSC,HLA-F,HPX,DAPK2,LILRA5,PRKCA,TRIM56,CADM1,XRCC6,CD226,SCARF1,OSMR,AKIRIN2,MAPK3,TASL,NAIP,BRAF,IRF3,EREG,C1QBP,DHX9,NPY,KARS1,FCN1,PRKDC,USP17L2,MAPK13,ACE,PYHIN1,IKBKB,LILRA2,NOD2,SCIMP,CLEC7A,ZP3,PTN,CREBBP,OPTN,STK24,FGFR1,NUPR1,IFI35,NONO,SMAD3,POLR3G,KLRD1,LDLR
GO:0032732	positive regulation of interleukin-1 production	0.0106862988322392	0.356105801534121	1	INAVA,GSDMD,LILRA5,EGR1,NAIP,MALT1,PYHIN1,LILRA2,NOD2,CLEC7A,SMAD3,CD36
GO:0048002	antigen processing and presentation of peptide antigen	0.0108644667121949	0.356105801534121	1	SAR1B,SLC11A1,HLA-F,MARCHF8,CTSS,DNM2,B2M,ACE,IKBKB,CLEC4M,HLA-DQA1
GO:0048599	oocyte development	0.0108644667121949	0.356105801534121	1	PLD6,EHMT2,YTHDF2,TUT7,EREG,AURKA,ZP3,WDR77,DMC1,TRIP13,H3-3A
GO:0007338	single fertilization	0.0114079925459701	0.369501111949892	1	CCT4,CRKL,CCT3,RNASE10,SNU13,CCT7,WDR48,TCP1,GNPDA1,TMPRSS12,CCT8,SPATA46,PLCD4,ZP3,SPAG1,CCT5,ATP8B3,H3-3A,STXBP1
GO:1901361	organic cyclic compound catabolic process	0.0129006349754374	0.410203759103445	1	ABCC2,AMPD3,APEX1,XRN1,LSM2,SLC11A1,NPM1,HSPA1B,PABPC1,PRKCA,KYAT1,GSK3A,CNOT9,YTHDF2,NUDT5,SCARF1,KYNU,PNP,WDR82,NUDT4B,LRPPRC,SMG7,HNRNPM,RIDA,NEIL1,SUCLG1,PARN,GIGYF2,CIRBP,TUT7,ALKBH5,RNPS1,DCTPP1,SYNCRIP,AHCY,AKR1D1,SULT1A4,DHX9,RNASEL,POP1,GSPT1,SCARB1,PAIP1,HPRT1,RNASEH2B,NUDT4,ELAC2,MLH1,EPHX2,MAGOHB,SAMD4A,TAF15,AGO3,GRSF1,TRAF3IP2,YTHDF1,NBDY,PCID2,RBM38,NBAS,SKIC2,PCBP4,CTIF,NUDT17,XDH
GO:0044270	cellular nitrogen compound catabolic process	0.01372115672933	0.417170341973348	1	ABCC2,AMPD3,APEX1,CYP3A5,XRN1,LSM2,SLC11A1,NPM1,HSPA1B,PABPC1,PRKCA,GSK3A,CNOT9,YTHDF2,NUDT5,KYNU,PNP,WDR82,NUDT4B,LRPPRC,SMG7,HNRNPM,RIDA,NEIL1,SUCLG1,PARN,GIGYF2,CIRBP,TUT7,ALKBH5,ACADL,RNPS1,DCTPP1,SYNCRIP,AHCY,DHX9,RNASEL,POP1,GSPT1,PAIP1,HPRT1,RNASEH2B,NUDT4,ELAC2,MLH1,MAGOHB,SAMD4A,TAF15,AGO3,GRSF1,TRAF3IP2,YTHDF1,NBDY,PCID2,RBM38,NBAS,SKIC2,PCBP4,CTIF,NUDT17,XDH
GO:0010833	telomere maintenance via telomere lengthening	0.0144822993103294	0.417170341973348	1	TINF2,XRN1,CCT4,CCT3,NOP10,PARN,CCT6A,MAPK3,CCT7,PTGES3,TCP1,CCT8,PNKP,MAP3K4,CCT5,RTEL1
GO:0060218	hematopoietic stem cell differentiation	0.0147196963619179	0.417170341973348	1	TP53,CHD2,PUS7,YTHDF2,PRKDC,SRF,ACE,HSPA9
GO:0070198	protein localization to chromosome, telomeric region	0.0147196963619179	0.417170341973348	1	TINF2,CCT4,CCT3,CCT6A,CCT7,TCP1,CCT8,CCT5
GO:1905144	response to acetylcholine	0.0147196963619179	0.417170341973348	1	CHRNA3,CHRNB2,CRKL,RGS8,CHRNA2,HRH3,CDK5R1,GNA11
GO:0000423	mitophagy	0.0152648261019941	0.423415165225525	1	TP53,TIGAR,VDAC1,HDAC6,TSC2,CERS1,HUWE1,OPTN,LRBA
GO:0035094	response to nicotine	0.0152648261019941	0.423415165225525	1	CHRNA3,CHRNB2,GABBR1,NTRK1,CHRNA2,CHRNB4,B2M,CHRNB1,KCNQ1
GO:1903146	regulation of autophagy of mitochondrion	0.0152648261019941	0.423415165225525	1	TP53,TIGAR,VDAC1,GSK3A,HDAC6,TSC2,CTTN,CERS1,ATP13A2
GO:0006446	regulation of translational initiation	0.0156095333872135	0.428418993907235	1	BZW2,NPM1,YTHDF2,EIF4G1,CDC123,EIF4EBP1,EIF4EBP2,EIF3K,PAIP1,EIF5,EIF2S1,PPP1R15A,YTHDF1,PPP1R15B,CTIF
GO:0072524	pyridine-containing compound metabolic process	0.0156095333872135	0.428418993907235	1	TP53,NAMPT,TIGAR,KYNU,PNP,PSAT1,ME1,NMNAT3,NMNAT1,NMNAT2,ALPL,MLST8,NUDT17,RPIA,MDH1
